timestamp,symbol,RSI,MACD,MACD_signal,BB_upper,BB_lower,ATR,ST_K,ST_D,VWAP,EMA21,SMA50,FundingRate,OpenInterest,SIGNAL,PROFITABLE
2025-06-21T22:02:55.100146,AERGOUSDTM,46.98270948585575,0.0002112243072365,0.0002884404439048,0.1180185182350987,0.1163184817649013,0.0005141423895174,14.880952380952388,45.78871982718176,0.1168913359940359,0.1169082571862035,0.1159893999999999,-0.004413,871948,hold,
2025-06-21T22:02:56.181405,AEROUSDTM,62.90529851009345,0.0021281245257059,0.0014047476238584,0.7731652022144471,0.756474797785553,0.0021202884807975,100.0,88.7139107611547,0.7663619411500204,0.7660221755758607,0.763672,-0.000503,3367466,hold,
2025-06-21T22:02:57.714374,AEVOUSDTM,45.39257410881355,-0.0003335846178534,,0.0734683245613426,0.0722016754386573,0.000178775801062,63.63636363636398,44.696969696969575,0.0731832893733585,0.0729291225084504,,-3.5e-05,7868021,hold,
2025-06-21T22:02:59.178199,AGTUSDTM,46.59274105958332,-4.247626394740522e-06,-2.80766863078692e-06,0.0134647555636145,0.0132962444363854,4.7154514800618336e-05,0.0,34.81481481481496,0.0133120296617037,0.0133909567894664,0.0134218,0.000145,206450,hold,
2025-06-21T22:03:00.500951,AI16ZUSDTM,44.43598208752309,-0.0002393624319731,-0.000404995176061,0.1431934039511799,0.14181659604882,0.0003032545435609,53.333333333332966,77.77777777777716,0.1437167729700166,0.1428085220937926,0.143804,-7.9e-05,13453898,hold,
2025-06-21T22:03:01.913039,AIUSDTM,50.20505683939345,-0.000381321154374,,0.1066676055797564,0.1048323944202435,0.00028394401094,78.57142857142814,43.83753501400562,0.1060644969833182,0.1058283581825401,,0.000596,3868424,hold,
2025-06-21T22:03:03.003758,AIXBTUSDTM,49.93889558185925,-0.0001799714889519,-0.0002986920531337,0.1247944510357549,0.123155548964245,0.0003314432406024,70.58823529411774,78.71148459383757,0.1247184167378077,0.1241057481681748,,-0.00014,1073433,hold,
2025-06-21T22:03:04.053292,ALCHUSDTM,61.545492306354944,,,0.1219504513346964,0.1207535486653035,0.000194104586065,84.54545454545534,84.80282274802852,0.1215280265785835,0.1214731745627493,,5.9e-05,627091,hold,
2025-06-21T22:03:05.146265,ALGOUSDTM,55.03892237672615,8.359077315112096e-05,-6.90392199970643e-05,0.1616606664815844,0.1592593335184155,0.0002754344651751,78.94736842105218,83.45864661654102,0.1613846123273815,0.1607848750649342,0.161138,-0.00069,23859529,hold,
2025-06-21T22:03:06.504646,ALICEUSDTM,22.69101954514467,,,0.3455486600225924,0.3365013399774076,0.0006455525840408,20.754716981131995,13.83647798742133,0.3408548642392693,0.3408587430207808,,-0.000183,11375114,hold,
2025-06-21T22:03:12.787670,ALPHAUSDTM,45.46620365130649,-2.3540153569614336e-05,-3.773076174102996e-05,0.0180169147638816,0.0178380852361183,3.572411293101623e-05,68.4210526315801,82.06627680311958,0.0180476431821493,0.0179637269140402,0.01805,0.000214,2395124,hold,
2025-06-21T22:03:19.050365,ALPINEUSDTM,32.74596410842311,-0.0027510598937173,,0.6344823642742313,0.6204376357257685,0.000765766636764,36.50793650793617,17.460317460317373,0.6283934643904122,0.6274171860857589,,0.000118,133515,hold,
2025-06-21T22:03:20.241357,ALTUSDTM,37.72733823055408,-9.228254471569523e-05,-0.0001071283677309,0.0284780227255339,0.028180977274466,5.937703744497003e-05,23.809523809524283,34.920634920635386,0.0286944761941632,0.0283679044517729,0.028611,8.4e-05,2797812,hold,
2025-06-21T22:03:21.380291,ALUUSDTM,35.27925948678386,,,0.0124449429149344,0.0120070570850655,7.773730123218113e-05,0.0,0.0,0.0123118797716818,0.0122284737214625,,0.000231,3935063,hold,
2025-06-21T22:03:22.910128,ANIMEUSDTM,44.84429491023534,-3.983181619619108e-05,-5.235523154407411e-05,0.018419970583145,0.0182500294168549,3.537021353682911e-05,62.49999999999946,54.16666666666649,0.0185252587258634,0.0183629124553237,0.0184706,-0.000439,9641441,hold,
2025-06-21T22:03:24.015604,ANKRUSDTM,42.78602882561802,-5.096946234871107e-05,,0.013651789327688,0.0133482106723119,3.583272431584814e-05,55.17241379310353,39.56247682610335,0.0134159483882738,0.0134869401065124,,-0.000305,5725971,hold,
2025-06-21T22:03:25.141635,APEUSDTM,56.70203685938416,-9.404860131234647e-06,-0.0006721147431536,0.5706677406378965,0.5642522593621034,0.0010259623429796,96.6101694915258,96.04519774011284,0.5702344043434293,0.5685821230474069,0.57023,-7.8e-05,40931788,hold,
2025-06-21T22:03:26.193920,API3USDTM,44.40951653812797,-0.0025327485051686,,0.5824555733049117,0.5685444266950883,0.0013693781560239,58.82352941176509,23.978957436632854,0.5745327685701409,0.5751388469462584,,-0.000178,7932469,hold,
2025-06-21T22:03:27.272776,APTUSDTM,48.501013731037325,-4.302252683530128e-05,-0.0030661083454852,4.109087150887339,4.058512849112661,0.007150664069418,67.39130434782504,77.53623188405768,4.129986022555189,4.09098897381113,4.10002,-1.2e-05,9661831,hold,
2025-06-21T22:03:28.322672,ARBUSDTM,51.96094703056598,-0.0001890131386139,-0.0003905102506946,0.2730450720143275,0.2706149279856725,0.00059166788562,76.66666666666741,67.77777777777827,0.2731788463358253,0.2722244669192369,0.273178,1.5e-05,19758485,hold,
2025-06-21T22:03:29.442322,ARKMUSDTM,48.06932246367516,-0.0016639141239102,,0.4080209350530763,0.3999990649469236,0.0009891564004701,100.0,62.50000000000023,0.4066446031179341,0.4045242003093646,,-0.000253,1993792,hold,
2025-06-21T22:03:32.121152,ARUSDTM,62.02569575402719,0.003495093297662,-0.0032268704131299,4.805955269894992,4.731944730105007,0.0092592987914783,100.0,96.42857142857127,4.803482936803999,4.779342897717206,4.78802,-9.8e-05,2395696,hold,
2025-06-21T22:03:33.676267,ATHUSDTM,54.66926592356797,2.4052125374214584e-05,-2.5327083692306438e-06,0.0326108632608659,0.032077136739134,5.963639078583706e-05,93.10344827586232,95.37556802993896,0.032362524337709,0.0324025688163647,,4.9e-05,1638676,hold,
2025-06-21T22:03:34.770866,ATOMUSDTM,54.53448352544584,-0.0026967742660857,-0.0060617502605401,3.792806065685528,3.755293934314472,0.0055384204550163,96.15384615384654,94.87179487179482,3.78714580489949,3.777902844347084,3.78986,-0.000369,8419207,hold,
2025-06-21T22:03:36.435541,AVAAIUSDTM,51.6801149869669,-2.27335023813488e-05,,0.024177767601391,0.0238972323986089,4.936440842766212e-05,86.3636363636368,84.84848484848533,0.0240727691869272,0.0240590997317782,,-4.2e-05,4607586,hold,
2025-06-21T22:03:37.995231,AVAXUSDTM,62.93981650892459,0.0254466890211126,0.0191465070696186,16.841914763881476,16.663085236118526,0.0234865082753286,88.88888888888714,90.23569023568976,16.769345852121816,16.759494036911804,16.7226,-0.00018,6980869,hold,
2025-06-21T22:03:39.151733,AWEUSDTM,42.19720273413368,-5.171598040334263e-05,-6.193808741593589e-05,0.0503673652915568,0.0501726347084431,8.019207726038077e-05,0.0,15.789473684210847,0.0508167061100212,0.0502843126067092,0.0504254,-0.000643,69370,hold,
2025-06-21T22:03:40.436932,AXLUSDTM,22.60576630658917,,,0.354766565257784,0.3454534347422159,0.0007788119586715,0.0,0.4975124378111637,0.3504151400498606,0.3496855957412697,,-0.000195,2184710,hold,
2025-06-21T22:03:41.703976,AXSUSDTM,47.258545101383966,,,2.0946288261791204,2.05297117382088,0.0046687997990474,53.84615384615345,33.333333333333336,2.078503005780347,2.0740406404425635,,-0.000357,8387471,hold,
2025-06-21T22:03:42.922823,B3USDTM,45.89021448158501,-1.390127399574382e-06,,0.0026509111586288,0.0026125888413711,6.9973041850886566e-06,37.8378378378373,45.04504504504474,0.0026322252767672,0.0026282272196161,,-0.00064,5363045,hold,
2025-06-21T22:03:43.958887,BABYUSDTM,48.45431420394023,,,0.0426484758328466,0.0414485241671533,0.0001349156980969,78.66666666666663,72.00000000000009,0.0421312635241044,0.0420851840500612,,4.8e-05,1943910,hold,
2025-06-21T22:03:45.607819,BANANAUSDTM,49.29419002704063,,,14.460588789856454,14.156411210143547,0.041757983098536,77.77777777777821,32.59259259259277,14.301067403687142,14.307577478798317,,0.000572,10111205,hold,
2025-06-21T22:03:46.766457,BANDUSDTM,32.691117670921145,,,0.5539899609664295,0.5405400390335705,0.0010253790880634,30.263157894737688,22.42105263157934,0.5476554125172052,0.5470115640759797,,-3.2e-05,20382356,hold,
2025-06-21T22:03:47.840926,BANUSDTM,62.89592329530849,0.0001693179883437,0.0001408233089904,0.0559840459664573,0.0549669540335426,0.0001712358962097,87.64044943820238,80.40395933654388,0.0553121774105733,0.0554527910401545,,-0.000412,820326,hold,
2025-06-21T22:03:49.215906,BBUSDTM,54.95957862941755,-0.0002524726514061,,0.0795480740698406,0.0782519259301593,0.0001591854947632,100.0,96.66666666666656,0.079183792103238,0.0791868733633903,,-0.000779,1351496,hold,
2025-06-21T22:03:50.430039,BCHUSDTM,66.52764306516153,1.2769619730198087,1.2340093694308996,468.72339220711217,463.1016077928879,0.7718288916831352,81.37651821862408,83.81002133124422,464.62114695486144,465.7607675851926,463.1042,-0.000108,1534965,hold,
2025-06-21T22:03:51.596436,BDXNUSDTM,38.65378709670035,-5.281575985283116e-05,-5.576239912776406e-05,0.0322197957257078,0.0318712042742921,8.345000044242394e-05,0.0,33.33333333333334,0.0322371359516616,0.0321082272875595,0.0322658,-2.2e-05,1499654,hold,
2025-06-21T22:03:52.763233,BELUSDTM,45.93214603641946,-0.0003791008721544,,0.2177855027227009,0.214204497277299,0.0004158210167682,75.99999999999933,78.66666666666607,0.217027232345209,0.2164625593054976,,0.000126,2479804,hold,
2025-06-21T22:03:53.975190,BERAUSDTM,44.07433707664445,-0.0030595472479801,,1.6461626647608338,1.631937335239166,0.003740409107338,66.66666666666667,75.92592592592614,1.6443373131909818,1.6428315981915211,,-0.000413,8582108,hold,
2025-06-21T22:03:55.330071,BIOUSDTM,57.88072813720625,-6.842276831175997e-05,,0.0457426293728737,0.0446313706271262,0.0001091157745154,100.0,98.0392156862746,0.0452924025517519,0.0452595151034627,,-0.000714,19168282,hold,
2025-06-21T22:03:56.716208,BLURUSDTM,53.89637914651644,5.719443551083225e-05,2.787399188021965e-05,0.067004964786986,0.0662950352130139,0.0001228098715715,66.66666666666512,75.55555555555468,0.0672135530918862,0.0666888116457223,0.066652,-0.000727,7431079,hold,
2025-06-21T22:03:57.882939,BMTUSDTM,42.06680102398201,-0.0001600178290987,-0.0001880972750324,0.1254384857057126,0.1245815142942874,0.0001655376650338,16.666666666665126,31.746031746030763,0.1251702391241717,0.1250237554796406,,-0.000943,852148,hold,
2025-06-21T22:03:58.982658,BNBUSDTM,66.22230516650919,0.4723296837250927,0.2879836125831478,631.1151304988608,627.1398695011393,0.3233843386124959,100.0,100.0,629.0833211083943,629.4523379186235,629.1126,-5e-06,1470397,hold,
2025-06-21T22:04:00.150978,BNTUSDTM,45.72929632800148,-0.0013676371400437,,0.5510256161303495,0.5453443838696506,0.0011701260058368,60.377358490566,50.94339622641464,0.5484474273106925,0.5485896851815838,,-0.000451,665474,hold,
2025-06-21T22:04:02.043255,BOMEUSDTM,52.49312632069629,-1.5600554830067035e-06,-3.315826069909167e-06,0.0013496823724838,0.0013355176275161,2.483955983550021e-06,92.85714285714342,88.09523809523851,0.0013509615370912,0.0013455257876663,,-0.000192,6404708,hold,
2025-06-21T22:04:03.337175,BRETTUSDTM,46.0537617697028,-4.74652795084754e-05,-5.941689144126431e-05,0.0372275326762491,0.0369214673237508,8.670324239735186e-05,46.87499999999905,51.458333333333165,0.037354558793123,0.0371215012225809,0.037266,9.3e-05,6119662,hold,
2025-06-21T22:04:04.601360,BSVUSDTM,52.88621127927675,,,29.99475319087641,29.5442468091236,0.0682996370180429,82.85714285714329,43.80952380952405,29.763039807848543,29.78129176080428,,-7.3e-05,1295338,hold,
2025-06-21T22:04:05.944783,C98USDTM,54.35919284016849,-1.684016028083435e-07,,0.0393715167380558,0.0389084832619441,7.858053568426951e-05,100.0,86.66666666666676,0.039041530265596,0.039140558289419,,-2.9e-05,4881478,hold,
2025-06-21T22:04:07.025397,CAKEUSDTM,47.96744042508156,-0.0050933507327171,-0.0059657195274154,2.0814100694154627,2.057279930584537,0.0041675043861771,56.1904761904766,38.73015873015816,2.0873765048948134,2.0703111261053166,,2e-06,1937023,hold,
2025-06-21T22:04:08.231329,CARVUSDTM,60.54606004036017,0.0002860063871529,-0.0001455117406016,0.2359973160507331,0.2313426839492668,0.0006573976849864,72.34042553191505,83.09692671394795,0.234073287406146,0.2342943387840625,,-0.005527,1200840,hold,
2025-06-21T22:04:09.321522,CATIUSDTM,49.87013472029911,2.893731118926157e-05,,0.0704704228019054,0.0698195771980945,0.000154078145046,50.0,72.22222222222325,0.0701089338848077,0.0702051480935378,,-0.001343,12984148,hold,
2025-06-21T22:04:10.473262,CATSUSDTM,44.61638133891746,-1.8128595663807392e-08,-2.1104409186517988e-08,3.40024075558438e-06,3.28125924441562e-06,2.031962737942008e-08,58.82352941176495,53.84855534406906,3.358578041856178e-06,3.342667078020042e-06,,4.8e-05,6661549,hold,
2025-06-21T22:04:12.274972,CFXUSDTM,48.99574404564557,-0.0001507650902437,,0.0669912629308988,0.0657587370691011,0.0001559082766947,79.16666666666757,71.04166666666708,0.0668108623969562,0.0663905876403652,,-0.000544,1507078,hold,
2025-06-21T22:04:13.534268,CGPTUSDTM,67.71845054945955,0.000177570382759,,0.0808626314465475,0.0782473685534524,0.0002881637433842,91.3043478260867,84.05797101449268,0.0798571632411427,0.0797609697143134,,-0.001183,837145,hold,
2025-06-21T22:04:19.641426,CHILLGUYUSDTM,49.88744591595435,-2.2507052159420612e-05,-6.35476584837926e-05,0.0442184923970342,0.0436595076029657,0.0001003758513549,71.42857142857102,67.34693877550994,0.0440537510400785,0.0440283123539687,,3.3e-05,10352390,hold,
2025-06-21T22:04:20.907127,CHZUSDTM,48.97118390825634,,,0.0326550366901249,0.032143963309875,7.59590738577131e-05,100.0,92.92929292929226,0.0323274083448406,0.0324429937898219,,-0.000289,19727306,hold,
2025-06-21T22:04:22.297115,CKBUSDTM,46.41556197941539,,,0.0032404231699197,0.0031799768300802,8.785930106369448e-06,55.81395348837191,37.98449612403066,0.0032107672823701,0.0032104161045864,,-0.000362,2285345,hold,
2025-06-21T22:04:23.459621,COMPUSDTM,53.82555644418929,-0.0057912842836387,-0.0398926233936946,46.54729557261893,46.131704427381074,0.0633864812159296,96.55172413793171,96.55172413793171,46.43646543223403,46.39169394295168,,0.000148,3699006,hold,
2025-06-21T22:04:24.432822,COOKIEUSDTM,33.85003508118682,-0.0002454443419452,-0.0001687672666427,0.1637546469855179,0.162055353014482,0.0002609946686824,0.0,0.0,0.1638760245137095,0.1628877882719439,0.163364,6.8e-05,7326566,hold,
2025-06-21T22:04:25.628840,COTIUSDTM,54.962104142688034,-5.082225062155721e-05,-0.0001201629363783,0.0454461338230146,0.0449378661769853,8.959506594509629e-05,100.0,95.03546099290782,0.0454271658632387,0.0452970707371426,,0.001406,2904713,hold,
2025-06-21T22:04:26.932630,CROUSDTM,56.28027122024909,-0.0001680061864965,,0.0839368948191087,0.0826321051808912,0.0001594702262204,100.0,72.37351615565333,0.0834657226571646,0.0833517914398122,,-0.000208,25862413,hold,
2025-06-21T22:04:28.144518,CRVUSDTM,59.04618405496748,0.0006428718187172,0.0004592758628861,0.5430765971050789,0.5390834028949211,0.0010003009564778,84.84848484848352,89.74116161616172,0.5421091403366063,0.5411652022304759,0.540204,-0.000183,9594644,hold,
2025-06-21T22:04:29.382121,CTSIUSDTM,48.78259718269337,,,0.0541019164509559,0.053297083549044,8.104349690629925e-05,64.28571428571438,57.407407407407526,0.0536750049769709,0.0537272464702633,,0.000182,5363516,hold,
2025-06-21T22:04:31.242690,CYBERUSDTM,35.93887110188919,,,1.1906287388383276,1.1613712611616722,0.0024250446480669,43.7499999999993,14.5833333333331,1.1783902030173217,1.1755177454209538,,-0.000651,153036,hold,
2025-06-21T22:04:32.625335,DEEPUSDTM,53.694962174175934,1.527722800667708e-06,-0.0002167370874417,0.1224893517446723,0.1198656482553277,0.0003756599917976,82.23938223938212,80.95238095238079,0.12257239100743,0.1215669549059042,0.1221852,-0.00154,1616450,hold,
2025-06-21T22:04:33.800794,DEGENUSDTM,46.76140673336642,-5.565337893333015e-06,-7.37617344310867e-06,0.0029175072771403,0.0028779927228596,6.9707496107955446e-06,58.82352941176456,62.74509803921561,0.0029100304982754,0.0028996168537642,,-0.000119,2984611,hold,
2025-06-21T22:04:35.000479,DENTUSDTM,50.98225615524087,-2.533914607490964e-07,-5.425317883257583e-07,0.0005288496153618,0.0005223503846381,7.445681517319057e-07,100.0,100.0,0.0005264257667788,0.0005266278366629,,0.000434,8787356,hold,
2025-06-21T22:04:36.192784,DOGSUSDTM,48.87732088209892,-2.5102775273651854e-07,-4.073930928421656e-07,0.0001162005949972,0.0001147294050027,2.1871721734136469e-07,91.66666666666649,94.4444444444443,0.0001162362326002,0.000115720720486,,-0.000304,14052933,hold,
2025-06-21T22:04:37.307917,DOGUSDTM,54.22583151032669,1.5758745164923954e-06,-8.102810138960393e-07,0.0028501962423664,0.0028156037576335,8.667108075555231e-06,78.72340425531917,92.90780141843972,0.0028410122540034,0.0028357932598165,0.0028406,0.000619,4483520,hold,
2025-06-21T22:04:39.786205,DOTUSDTM,49.39431822685031,0.0009467238189779,0.0006313396600669,3.281809057552867,3.2588909424471324,0.0050486363604991,33.33333333333235,52.38095238095175,3.279848945797631,3.271555281889272,3.2707,-0.000151,4186739,hold,
2025-06-21T22:04:40.927391,DRIFTUSDTM,53.978618091682826,,,0.3939425746378915,0.3859874253621084,0.0009418068490492,96.4912280701758,71.34502923976623,0.389637892182354,0.3901687218561591,,0.00066,2084791,hold,
2025-06-21T22:04:42.142191,DUCKUSDTM,56.859650824781234,1.6230596739923858e-06,-5.960999029685438e-07,0.0031442730950249,0.003099326904975,1.0150682760235575e-05,100.0,89.58333333333341,0.0031242384352685,0.0031255926304379,,-0.006298,1252596,hold,
2025-06-21T22:04:43.481451,DUSKUSDTM,21.67822002360451,-0.0003018959198372,,0.0475335057965343,0.0461964942034657,8.772831926706908e-05,0.0,7.291666666666711,0.0470087787588608,0.0468894221840606,,-0.000303,1321134,hold,
2025-06-21T22:04:49.568859,DYDXUSDTM,56.15011610973284,0.0005115317802881,0.0003070778310337,0.4474456860900732,0.4422343139099267,0.0005525443591846,76.19047619047606,90.39682539682552,0.448280118152847,0.4451030733636509,0.4447699999999999,-8.3e-05,31094187,hold,
2025-06-21T22:04:50.603473,DYMUSDTM,33.52141635276082,-0.0011029624093986,,0.2114050809921036,0.2067749190078963,0.0004006599624424,36.36363636363602,16.57954545454513,0.2096752897539308,0.2091565515228903,,-0.0006,24439688,hold,
2025-06-21T22:04:57.320055,EGLDUSDTM,54.012979182318624,-0.0124916395804621,-0.0307828738564573,12.503866239674046,12.345133760325954,0.0216586710634148,100.0,100.0,12.510615274431933,12.461707271032708,,0.000189,13335333,hold,
2025-06-21T22:04:58.444423,EIGENUSDTM,50.44516128849105,-0.0029471438372776,-0.0039846041355487,1.0342813921522789,1.0178486078477211,0.0027396057725454,98.2456140350879,81.2865497076022,1.0331175097276264,1.026909078665428,,-6.5e-05,677469,hold,
2025-06-21T22:04:59.555839,ENAUSDTM,51.86359094751543,0.0001375657537956,0.0001214068684112,0.2488656872048421,0.2472643127951578,0.0005026260746597,44.44444444444513,54.20875420875452,0.2491314359961342,0.2480345504853014,0.2478999999999999,-0.000105,29909879,hold,
2025-06-21T22:05:00.703433,ENJUSDTM,42.8901239718995,-0.0002551940080449,,0.0604311756237186,0.0587968243762813,0.0001523694368558,32.58426966292112,14.98127340823958,0.0602971249994527,0.0595758732683743,,-0.000249,11626770,hold,
2025-06-21T22:05:02.104238,ENSUSDTM,56.87416781512372,0.0159439689411335,-0.0002161027381829,17.58293297844168,17.30976702155832,0.0324937006654713,88.54961832061028,88.35078352034878,17.45093527351769,17.477276221880167,17.49342,-0.00019,998268,hold,
2025-06-21T22:05:03.425609,ETCUSDTM,48.64747739111792,-0.0300154506649086,,15.612888155074868,15.376511844925131,0.0289473542060766,90.5797101449276,91.7058786624005,15.57241317276972,15.50101266709751,,-6.2e-05,1350905,hold,
2025-06-21T22:05:04.530160,ETHFIUSDTM,50.39029864322085,0.0004513147579746,9.997077972316682e-05,0.852491730425444,0.8437782695745562,0.0017184322638651,41.99999999999978,59.99999999999926,0.8502337975481811,0.8486313400114515,0.849028,3.9e-05,2054074,hold,
2025-06-21T22:05:05.699201,FARTCOINUSDTM,45.46784280186469,-0.0011880941900469,-0.0013638150511526,0.8792168052638145,0.8728031947361854,0.0023845658351391,38.70967741935536,37.9032258064523,0.8867758841030079,0.8760995977109933,0.8787180000000001,9.4e-05,13213448,hold,
2025-06-21T22:05:06.847613,FETUSDTM,51.65467877528084,0.0002427789609148,0.00021845105515,0.6072156595711723,0.6043343404288276,0.0011735296248908,41.93548387096682,40.86021505376264,0.6084664262468918,0.6055827084253246,0.605044,-0.000193,1116607,hold,
2025-06-21T22:05:07.968006,FILUSDTM,55.57400101775534,0.0004745307979705,-0.0014920153648817,2.1744082642112708,2.14929173578873,0.0041686554572815,100.0,98.33333333333351,2.173299816726688,2.165555753717336,2.1698600000000003,-0.000359,21530223,hold,
2025-06-21T22:05:09.015934,FLMUSDTM,47.91609114872284,-1.190589586822638e-05,-2.501640632330451e-05,0.0298221044369139,0.029553895563086,5.494405312760674e-05,60.00000000000024,66.66666666666667,0.0297468701092931,0.0297251404737757,,-0.000951,809244,hold,
2025-06-21T22:05:10.371012,FLOCKUSDTM,26.19749490171796,-0.0010214282361505,-0.0010465866215916,0.1496422653427011,0.1461267346572989,0.0004260595939352,0.0,2.027027027027164,0.1496458241993262,0.1480789169393844,,0.000208,321920,hold,
2025-06-21T22:05:16.452047,FLOKIUSDTM,53.13943042752601,6.133194469410156e-08,5.918223597398513e-08,6.609239375459946e-05,6.569330624540055e-05,1.0369868843966102e-07,58.68945868946044,62.01329534663002,6.61468961049119e-05,6.587184664638267e-05,6.575278e-05,-1.2e-05,192538,hold,
