timestamp,symbol,close
1750509600000,BTCUSDT,103815.9
1750509660000,BTCUSDT,103788.2
1750509720000,BTCUSDT,103779.9
1750509780000,BTCUSDT,103779.9
1750509840000,BTCUSDT,103779.9
1750509900000,BTCUSDT,103789.9
1750509960000,BTCUSDT,103789.9
1750510020000,BTCUSDT,103790.0
1750510080000,BTCUSDT,103751.0
1750510140000,BTCUSDT,103762.7
1750510200000,BTCUSDT,103768.3
1750510260000,BTCUSDT,103773.3
1750510320000,BTCUSDT,103754.4
1750510380000,BTCUSDT,103743.9
1750510440000,BTCUSDT,103738.3
1750510500000,BTCUSDT,103779.2
1750510560000,BTCUSDT,103756.8
1750510620000,BTCUSDT,103758.1
1750510680000,BTCUSDT,103766.2
1750510740000,BTCUSDT,103752.6
1750510800000,BTCUSDT,103770.0
1750510860000,BTCUSDT,103769.9
1750510920000,BTCUSDT,103773.8
1750510980000,BTCUSDT,103788.5
1750511040000,BTCUSDT,103814.8
1750511100000,BTCUSDT,103806.1
1750511160000,BTCUSDT,103806.2
1750511220000,BTCUSDT,103814.7
1750511280000,BTCUSDT,103807.5
1750511340000,BTCUSDT,103780.3
1750511400000,BTCUSDT,103772.6
1750511460000,BTCUSDT,103780.2
1750511520000,BTCUSDT,103766.9
1750511580000,BTCUSDT,103767.0
1750511640000,BTCUSDT,103786.0
1750511700000,BTCUSDT,103786.2
1750511760000,BTCUSDT,103814.9
1750511820000,BTCUSDT,103818.6
1750511880000,BTCUSDT,103820.6
1750511940000,BTCUSDT,103820.0
1750512000000,BTCUSDT,103801.9
1750512060000,BTCUSDT,103796.7
1750512120000,BTCUSDT,103796.7
1750512180000,BTCUSDT,103788.8
1750512240000,BTCUSDT,103797.6
1750512300000,BTCUSDT,103807.6
1750512360000,BTCUSDT,103824.3
1750512420000,BTCUSDT,103820.0
1750512480000,BTCUSDT,103820.1
1750512540000,BTCUSDT,103827.6
1750512600000,BTCUSDT,103823.3
1750512660000,BTCUSDT,103823.2
1750512720000,BTCUSDT,103803.0
1750512780000,BTCUSDT,103788.1
1750512840000,BTCUSDT,103788.1
1750512900000,BTCUSDT,103781.1
1750512960000,BTCUSDT,103762.0
1750513020000,BTCUSDT,103754.2
1750513080000,BTCUSDT,103732.9
1750513140000,BTCUSDT,103731.1
1750513200000,BTCUSDT,103716.9
1750513260000,BTCUSDT,103731.0
1750513320000,BTCUSDT,103726.1
1750513380000,BTCUSDT,103682.6
1750513440000,BTCUSDT,103662.6
1750513500000,BTCUSDT,103580.8
1750513560000,BTCUSDT,103529.8
1750513620000,BTCUSDT,103529.9
1750513680000,BTCUSDT,103568.8
1750513740000,BTCUSDT,103594.8
1750513800000,BTCUSDT,103603.4
1750513860000,BTCUSDT,103544.1
1750513920000,BTCUSDT,103544.5
1750513980000,BTCUSDT,103544.7
1750514040000,BTCUSDT,103512.5
1750514100000,BTCUSDT,103542.6
1750514160000,BTCUSDT,103522.0
1750514220000,BTCUSDT,103523.0
1750514280000,BTCUSDT,103500.9
1750514340000,BTCUSDT,103528.4
1750514400000,BTCUSDT,103549.9
1750514460000,BTCUSDT,103518.0
1750514520000,BTCUSDT,103496.6
1750514580000,BTCUSDT,103520.9
1750514640000,BTCUSDT,103583.7
1750514700000,BTCUSDT,103575.8
1750514760000,BTCUSDT,103523.2
1750514820000,BTCUSDT,103520.9
1750514880000,BTCUSDT,103508.9
1750514940000,BTCUSDT,103557.2
1750515000000,BTCUSDT,103502.1
1750515060000,BTCUSDT,103500.0
1750515120000,BTCUSDT,103500.0
1750515180000,BTCUSDT,103507.7
1750515240000,BTCUSDT,103507.6
1750515300000,BTCUSDT,103496.8
1750515360000,BTCUSDT,103483.8
1750515420000,BTCUSDT,103413.4
1750515480000,BTCUSDT,103463.4
1750515540000,BTCUSDT,103482.4
1750515600000,BTCUSDT,103550.2
1750515660000,BTCUSDT,103549.7
1750515720000,BTCUSDT,103526.8
1750515780000,BTCUSDT,103466.3
1750515840000,BTCUSDT,103470.6
1750515900000,BTCUSDT,103467.8
1750515960000,BTCUSDT,103425.9
1750516020000,BTCUSDT,103400.3
1750516080000,BTCUSDT,103383.1
1750516140000,BTCUSDT,103355.7
1750516200000,BTCUSDT,103393.5
1750516260000,BTCUSDT,103422.5
1750516320000,BTCUSDT,103564.1
1750516380000,BTCUSDT,103536.8
1750516440000,BTCUSDT,103609.8
1750516500000,BTCUSDT,103641.2
1750516560000,BTCUSDT,103672.7
1750516620000,BTCUSDT,103692.2
1750516680000,BTCUSDT,103692.3
1750516740000,BTCUSDT,103664.8
1750516800000,BTCUSDT,103657.3
1750516860000,BTCUSDT,103668.7
1750516920000,BTCUSDT,103663.6
1750516980000,BTCUSDT,103642.0
1750517040000,BTCUSDT,103644.1
1750517100000,BTCUSDT,103505.4
1750517160000,BTCUSDT,103472.0
1750517220000,BTCUSDT,103482.3
1750517280000,BTCUSDT,103470.1
1750517340000,BTCUSDT,103443.1
1750517400000,BTCUSDT,103446.9
1750517460000,BTCUSDT,103406.4
1750517520000,BTCUSDT,103436.0
1750517580000,BTCUSDT,103425.6
1750517640000,BTCUSDT,103441.5
1750517700000,BTCUSDT,103422.0
1750517760000,BTCUSDT,103446.5
1750517820000,BTCUSDT,103462.0
1750517880000,BTCUSDT,103465.5
1750517940000,BTCUSDT,103507.3
1750518000000,BTCUSDT,103626.9
1750518060000,BTCUSDT,103625.9
1750518120000,BTCUSDT,103596.9
1750518180000,BTCUSDT,103614.8
1750518240000,BTCUSDT,103590.0
1750518300000,BTCUSDT,103611.9
1750518360000,BTCUSDT,103579.0
1750518420000,BTCUSDT,103580.0
1750518480000,BTCUSDT,103554.1
1750518540000,BTCUSDT,103570.5
1750518600000,BTCUSDT,103544.4
1750518660000,BTCUSDT,103539.4
1750518720000,BTCUSDT,103520.8
1750518780000,BTCUSDT,103538.6
1750518840000,BTCUSDT,103555.3
1750518900000,BTCUSDT,103510.7
1750518960000,BTCUSDT,103498.1
1750519020000,BTCUSDT,103487.9
1750519080000,BTCUSDT,103450.0
1750519140000,BTCUSDT,103479.6
1750519200000,BTCUSDT,103479.6
1750519260000,BTCUSDT,103479.5
1750519320000,BTCUSDT,103499.3
1750519380000,BTCUSDT,103472.7
1750519440000,BTCUSDT,103409.3
1750519500000,BTCUSDT,103350.0
